Vertex1,Vertex2,Color1,Color2
5LDPF,USPVZ,green,red
WS2R3,CABJT,blue,red
9GLJN,URHVH,red,green
UBGGP,02FV6,green,red
D928C,8R4HC,red,blue
4BPDC,0MUJX,blue,red
LW3QV,JER6M,red,blue
GD0PN,W5Z7J,red,green
P6UWK,I3UOU,blue,red
EKI8S,VZS3Q,blue,red
E3JEO,9D9SF,green,blue
NBRBM,HZ9MN,green,red
QF2KG,GUFW9,blue,green
FF32X,TJVG2,blue,green
8HM5S,URHVH,red,red
TVCVK,5VBDJ,green,green
GPNCP,Z9VY0,green,green
NW9MK,NTPZC,red,red
AFCRO,1KVGA,green,blue
20GPH,DNQZA,blue,blue
668M7,UXOQ4,red,green
OZUXL,TSWLN,green,green
6XE5S,B38DB,red,red
E6RRQ,Q3RP0,blue,red
6X3TF,SWTMO,red,green
ADLTN,1CZ0U,green,blue
GV8U2,JQ31B,red,red
IOSYM,B5S64,blue,blue
7R1BZ,TJVG2,green,blue
F5AJO,4BPDC,blue,blue
3H4QS,668M7,green,red
V4ZBV,CI7JY,green,red
CHFTC,RIC0E,green,blue
SRP3U,GC5Y2,red,red
EBSW0,ZXZK2,blue,red
X4VHI,79EN1,blue,green
25I5U,R7310,green,blue
G3BPC,T9ECC,red,red
RXPHO,YWQBI,red,green
YTUWC,NL4QH,blue,blue
6ALQ8,WH0HQ,red,green
LOGFW,XGDU6,blue,red
6WC6X,A8ZK0,blue,red
3YGHQ,N22A0,green,red
F7FTL,XS4CF,red,red
8SO5Z,Z5ONJ,red,blue
3H5IP,KTYQL,red,red
FFML4,RTH2Y,green,red
2VHC2,WH0HQ,green,green
ZHKVE,WGRB5,blue,blue
QRT9A,E3VR0,blue,blue
NJD6X,HY4U1,green,red
UG4R0,UPSI5,blue,blue
N22QM,7KPBM,red,green
T0JC3,47328,green,red
2WTFL,E0I9F,blue,red
OU3EL,U3VP9,green,green
HK99G,MH391,red,blue
BNT5L,5ESWV,green,blue
3EJX4,Z4WZE,red,green
JOBTU,EQH49,red,green
DO6YF,9GX2B,blue,green
6BEXO,JR9PX,green,blue
7GMMP,OU3EL,red,red
GC5Y2,BD5AS,blue,green
LDU7F,9YNW9,red,blue
6M0W3,HUYSR,green,blue
PW7P4,X4LY7,green,blue
QIG7I,6M0W3,green,green
MH9A6,9Z1RL,green,red
8R4HC,UCFUW,green,red
ZZQOZ,CYOSC,blue,red
8SO5Z,G2VZ2,green,green
F83IQ,NM9F5,blue,red
SBLF3,307TC,green,blue
8ALZW,1KVGA,blue,red
4F8J5,LOMFP,green,green
R7310,M9228,red,green
H7INM,CDOS5,blue,green
O2TIT,UUQ5V,red,red
U8OEF,X4VHI,green,blue
QF2KG,5OFQ8,green,blue
W4ATV,1YS29,red,red
8O3WN,5Y3JS,green,red
22XG5,TJVG2,red,blue
N22QM,Z8XKE,green,red
XGDU6,VO2EW,red,green
PRVWI,J044L,red,green
QMKRO,L95CH,green,red
DBJAC,7EESK,green,red
WB3SK,7HIYA,red,red
RVIYT,HAQRL,green,blue
MZ6V5,T9ALU,blue,green
EX4N8,I9LIN,green,red
HHDG5,5E9F4,red,green
9RC2Y,MC8Y5,red,green
6O3BA,VQMB8,green,green
AJUOX,2WTFL,red,blue
IIPOU,T0JC3,red,blue
5Q3W0,Z9ATV,red,green
TK9MZ,8NQAS,red,green
SWTMO,G89V5,green,red
JBLZD,GL1FX,green,red
J2OYQ,TVCVK,red,green
YKSKE,E6RRQ,blue,green
OJ50M,G3BPC,green,red
CLK79,421TT,blue,red
22W7D,H6XY1,blue,blue
HQ764,U2P5F,blue,blue
RZ81Y,J2LJA,green,red
W4ATV,N22A0,red,red
9YNW9,1J9YF,red,red
RTH2Y,1DGE4,blue,blue
BD5AS,2L970,green,red
TXXHK,L0GUU,red,green
FJK8C,C0A83,red,green
8DEPA,4F8J5,blue,red
MSR3J,UO2GJ,green,red
C1NHB,QRVCZ,green,green
1J5IR,3H5IP,red,red
O90GF,E0I9F,red,green
ZZQOZ,OQQCJ,red,green
QMKRO,F0CQJ,red,blue
5R9W8,1ZK9D,blue,green
95261,50IBQ,red,green
L0GUU,EMQYG,blue,blue
ZFF48,NLE82,green,green
KVKJP,YQRQN,green,green
WM6RC,8XKBN,blue,green
45020,1DGE4,blue,red
2ZV6W,ACEBZ,green,green
4SO3V,GW76F,blue,green
2NEKH,EA5EV,blue,green
DBJAC,VZ9K4,blue,red
JVMPP,024RU,red,blue
8DU5O,RUPOG,red,red
P4VAJ,SWPCP,green,blue
2GND7,QZ8WS,blue,blue
IA9NO,2U0U8,blue,red
RUPOG,7I9N1,red,green
OXZY3,QHDLK,green,green
IG1YA,4UQ24,red,red
PQUYZ,HCITG,blue,green
81Y5B,IWUTO,red,red
V4ZBV,T9ECC,blue,blue
51FCS,0B8RB,green,blue
SPKFS,2ZIYM,blue,blue
31ETL,ZOR7F,red,blue
LRYSC,SOYLH,blue,blue
ACEBZ,S99XZ,green,green
GYJWK,6WC6X,green,blue
1TZFX,UI19F,blue,green
VQMB8,2UGYZ,red,green
6JZAR,RTH2Y,red,green
4P4M4,LQXMH,red,green
YWQBI,P5MKY,green,blue
U2UMM,BJ9CO,red,green
X4LY7,UPSI5,blue,red
LYPHQ,IZWDJ,blue,blue
6D5BN,4J799,blue,green
6X0IF,EE54R,red,blue
7EESK,8O3WN,green,blue
0P01H,59R0M,green,blue
X25PS,TJ1F8,green,blue
J044L,W0DR2,blue,red
D928C,SJ4F5,blue,blue
QMKRO,NYM29,green,red
T35D2,YK10O,red,green
EM6X2,9Q8T3,blue,red
NYM29,V05JZ,blue,red
PVP6H,J7FBX,blue,green
MC8Y5,RN6YE,red,red
UVFL8,7EESK,green,green
BNT5L,MRQ26,green,green
FJNO4,AGOZZ,red,green
0J8TC,QF2KG,red,red
OZUXL,WEP3W,blue,red
UCFUW,1E8CL,green,green
W4MRN,YG72D,blue,green
Y6E8U,K4E7D,red,blue
ZOR7F,PCDJ2,blue,red
DR6PG,QIG7I,blue,blue
J2OYQ,1J5IR,blue,red
L95CH,1XVCU,green,green
0OW1H,Y95IF,red,blue
B6HM5,M6H57,blue,blue
W5Z7J,421TT,green,green
PZYX9,MC8Y5,green,red
9RC2Y,DNQZA,blue,red
9Q8T3,UVKYN,red,red
YN466,LW3QV,blue,green
Y45K6,SPKFS,red,blue
UTTFN,R1JH5,red,blue
LQXMH,PCDJ2,blue,red
QF2KG,P6UWK,red,red
O2SV0,OUB2L,green,green
22W7D,WFRM0,green,blue
Z8XKE,95261,blue,green
NW9MK,94CZM,green,red
FA765,E7DB8,blue,blue
AON59,02FV6,green,green
QIPV9,OXZY3,blue,red
RN6YE,DNOE1,red,green
RVF8H,J2OYQ,red,blue
BK99V,EBJPP,red,blue
QBZ6M,LP38C,green,blue
EX4N8,BJ9CO,green,red
NX9EW,H3IOL,blue,red
OUB2L,GSOWC,blue,blue
PYHV8,8B1MM,green,blue
63TIL,0KNP9,blue,blue
DWSJP,1TPG3,blue,green
SYCL1,QL9EH,blue,red
77EKN,Y7PN9,red,blue
YG72D,URWZ0,red,green
M8AMZ,EA5EV,blue,red
G89V5,SPKFS,green,red
59R0M,V3WWX,blue,red
UTTFN,0NNHS,blue,red
WMQ5G,3KJV3,red,green
QRT9A,9Q8T3,green,red
5KQEJ,7HQPC,red,red
O90GF,JQ31B,red,blue
1E8CL,W4ATV,green,green
EZP7K,NW37L,blue,red
MYFU1,9RC2Y,red,red
OXZY3,7KMQ7,green,blue
UXOQ4,AK6M7,blue,green
AYH5F,9UYBE,blue,green
B5S64,50IBQ,blue,red
5B9WH,H3IOL,green,blue
1NOUK,SGORL,red,blue
MT023,UXOQ4,red,green
HQ764,8IC4M,red,green
5F4TY,J2LJA,blue,red
2CZZ6,8DU5O,blue,red
2WTFL,C0A83,red,red
H2BUK,08KC5,blue,red
Q50LR,JER6M,green,green
63TIL,D4VGA,green,green
Y95IF,Q3RP0,green,blue
E1B4Z,59R0M,blue,green
U2UMM,8RLVC,red,red
2UGYZ,5316T,blue,red
EMQYG,UI19F,red,green
50IBQ,C534Z,red,green
JQ31B,012KO,green,blue
NX9EW,DNOE1,red,red
CLE4I,WM6RC,green,blue
22XG5,14BWK,blue,red
KQA4E,IGQLA,green,green
RNA90,B66MU,green,green
0PTVR,QPOVG,blue,blue
I7JS7,HAQRL,green,green
6F92J,BNT5L,green,blue
LSYOZ,O2SV0,green,green
DW5MJ,YG72D,blue,blue
8HM5S,FYWQX,blue,green
SRP3U,CZBX1,green,blue
5F4TY,9XAYZ,blue,green
2594I,JVMPP,red,green
0ETWX,02FV6,green,blue
KRICQ,4QZJB,red,red
P5YE1,8TWXR,blue,green
PG32T,P6UWK,blue,green
JSCUG,GYJWK,blue,red
NX9EW,5KQ33,red,green
QO918,Y6E8U,green,blue
8TQMV,14BWK,blue,blue
70S7I,MT2P6,green,green
AK6M7,U269Y,green,green
EBJPP,ZDMBU,green,blue
MF23U,CLE4I,green,blue
TKJUR,DZ1NO,green,red
1DGE4,PUDE6,red,red
RZCIK,S5Q6V,red,green
MT2P6,ORM7Z,red,blue
QMZ0E,4BHC6,green,red
MNBK5,DBJAC,green,blue
C0A83,2N10E,blue,blue
BCOBZ,QUVEF,green,green
WJ6CR,8IC4M,green,green
CBAN8,STC9O,blue,green
IIPOU,JWFAE,red,green
ZTPEJ,9GG22,red,green
7EESK,M8F0T,red,red
KRICQ,R6F6H,green,red
Y5NSE,ICEVN,red,red
17GPA,6SACK,blue,green
U2P5F,WM6RC,green,blue
X6MNV,RMS3X,blue,green
T9RTB,IYJRB,blue,green
59R0M,F83IQ,red,green
CZBX1,DO6YF,blue,green
HHDG5,1B3X5,red,blue
BNT5L,FFML4,green,red
JGR33,M8AMZ,green,red
QZ8WS,DIZBA,blue,blue
3YGHQ,AVYMA,green,blue
0KNP9,JUQPG,red,red
S30AR,SAZIF,green,red
WS2R3,QBZ6M,red,blue
XAOUW,UG4R0,green,green
WJ6CR,DOVTG,red,green
UPSI5,QB3US,green,green
UHZ81,9K7IK,green,green
WFRM0,ILLL9,blue,red
P8UZ2,7WJYZ,blue,red
UO2GJ,U2P5F,blue,blue
TZ4GS,Y4KI8,blue,green
PUDE6,95261,red,red
G8HQG,UABTE,blue,blue
OY1UK,8B1MM,green,blue
JWFAE,M8F0T,blue,red
8A4NB,B1Q6K,blue,green
E7DB8,LQXMH,blue,red
VY1JU,ZHKVE,red,blue
T6CJX,OZUXL,green,red
M8AMZ,1JXO7,green,blue
MKTV8,HML9W,green,green
PVP6H,C8Z0Z,red,blue
UEQIR,TSWLN,blue,green
U9MYY,CGTHJ,blue,green
FXF1Z,6X3TF,blue,green
4P4M4,YRLLE,green,red
Y4ARZ,O2TIT,red,blue
HY4U1,LOGFW,red,green
591SU,58MXZ,red,blue
EBJPP,NX9EW,blue,blue
BJ9CO,HZ9MN,blue,red
JZYXZ,CM9IK,blue,blue
B1Q6K,CBQ0W,red,red
L0OVN,EM1SW,green,blue
XVE9I,08Y3M,blue,red
024RU,HRRC3,red,blue
HTPRR,CO1DP,green,red
4RS41,NX9EW,red,blue
CT6Y6,B1Q6K,blue,blue
E3VR0,PTBST,green,green
FZPMI,T5YAR,blue,blue
7FA80,4ZE4T,green,red
M9228,U8DQB,blue,red
ETZU0,6X0IF,red,blue
H35NM,3H5PG,green,green
5316T,EI54H,red,green
1X23I,IN38O,red,red
GL1FX,8B1MM,blue,blue
RK67T,2WTFL,red,red
DB1CK,51FCS,green,red
3FABK,CT6Y6,green,red
D81WE,IWUTO,blue,green
V4ZBV,QF2KG,blue,blue
HOYWL,L0GUU,green,green
0OW1H,KXQGY,red,blue
LX8YS,CM9IK,red,red
1XVCU,AQTI1,red,red
DQF3Y,WUGEM,blue,blue
AQTI1,0OW1H,blue,blue
8RLVC,LARYM,blue,blue
HSOOO,KUVKE,green,green
3H5IP,3H4QS,blue,green
1LZXI,V4ZBV,green,green
7KMQ7,19IZN,green,red
NL4QH,SXGHY,blue,green
CI7JY,IPVRT,blue,red
R7M6P,SJ4F5,red,green
WM6RC,B38DB,red,green
2NEKH,TXXHK,red,blue
5AP0L,U2O9D,green,green
2CL3G,RZGG2,red,blue
ZPO0S,4SO3V,green,green
9JODI,0NGPG,red,red
77EKN,ZEOKC,blue,red
UUQ5V,SJSTG,red,blue
URHVH,7LHW8,blue,red
ZHKVE,I6V0A,green,blue
LDU7F,C1NHB,green,green
8T9DT,X4LY7,red,green
SDUCZ,LEA39,green,green
25M6W,LHLWN,green,blue
EZP7K,CI7JY,red,red
PG32T,7L4N7,blue,green
20GPH,U2O9D,blue,blue
2TFGW,CO1DP,blue,green
1XDT0,UQ9FE,blue,green
T9RTB,KRICQ,green,red
1CIPK,EX4N8,red,red
3H4QS,DJ47M,blue,green
421TT,STC9O,blue,green
VZ9K4,LYPHQ,green,red
MT2P6,CBQ0W,green,green
6XWDH,J26IB,green,green
DNQZA,M9228,green,green
RZZF2,Z4WZE,blue,red
9WBUE,ZEOPT,blue,blue
RERMN,T0TS3,blue,red
GXBGA,ZTPEJ,blue,blue
7L4N7,17GPA,green,red
OQQCJ,ZR6FE,red,red
SJU70,UB6SB,green,green
O7E9H,EITEV,red,red
MT023,FJK8C,red,green
HTPRR,9GX2B,green,red
4RS41,6RC7E,red,blue
3EJX4,YN466,red,blue
B5S64,BCOBZ,blue,green
U8MTM,T9RTB,red,green
V0VS2,UUQ5V,green,red
IBEPX,2ZIYM,red,blue
KVKJG,T5YAR,green,red
LYPHQ,DOVTG,red,red
CRV51,1TPG3,red,red
C0A83,GO0S0,blue,blue
58MXZ,9Z1RL,blue,blue
FJK8C,RTLTL,blue,blue
1CZ0U,AGOZZ,red,red
31ETL,IA9NO,red,green
LDU7F,GL1FX,red,red
2ZV6W,I2K5M,blue,green
UVFL8,7L4N7,green,blue
WXU50,V05JZ,blue,blue
DR6PG,ZLDES,green,blue
RUPOG,XAOUW,green,green
OQQCJ,1I6FP,red,red
129H8,EM1SW,blue,green
C8Z0Z,C0A83,red,blue
NR93Z,IIPOU,green,red
U8DQB,ZTPEJ,green,red
5R9W8,1BG8G,blue,blue
YNALB,1NN46,red,blue
GW76F,GBBE4,blue,blue
Y7PN9,NLE82,red,green
ZY7M8,4D319,red,red
KDLRJ,CBQ0W,blue,red
JLMZR,RLNSC,red,blue
2ZV6W,0YBC7,green,green
GK2R7,8S0Y5,blue,blue
5ESWV,L95CH,green,blue
3XK89,3FABK,green,red
EBSW0,B2WDK,red,red
RZ81Y,UM75W,green,red
FLE9Q,6DPQU,green,red
1CIPK,KRICQ,green,blue
OJ50M,BK99V,blue,blue
RMS3X,RZUKL,red,blue
ZRLP7,270ZF,green,red
MF23U,0NNHS,red,red
GSOWC,I3JPM,red,blue
DNQZA,T0JC3,blue,green
EBAKR,BCOBZ,red,green
A8ZK0,95261,green,blue
MRQ26,IL210,green,green
240D9,U4U00,red,green
21L0W,F834S,green,green
1XDT0,4FVGC,green,red
60LS1,D928C,red,blue
I3JPM,129H8,green,green
89PG4,V7ZQT,blue,red
1KW1S,HYJP3,green,blue
EITEV,VFLPK,green,green
PZYX9,MDEBL,blue,red
O7EYM,Y5NSE,red,red
DDX2W,6DPQU,blue,red
WM6RC,IHLE7,red,green
NM9F5,MPJC9,red,blue
2L970,TXXHK,green,green
CI7JY,JOBTU,green,red
Y95IF,JGR33,green,green
TRYNL,8TQMV,blue,blue
F7FTL,LYPHQ,red,blue
JSCUG,4RS41,blue,red
LD5WR,5ESWV,green,red
0PQ1V,M4PY7,red,blue
TJ1F8,A713J,green,blue
HN3EH,5KQ33,green,green
DNOE1,3EJX4,red,green
R1JH5,FYWQX,green,red
ENOMT,SRQ66,blue,blue
2UGYZ,U9MYY,green,red
QPOVG,HYJP3,green,red
G7SJA,V3WWX,green,green
4J799,0P01H,red,green
QIPV9,59R0M,blue,green
C1NHB,I0822,blue,green
BHABZ,WGRB5,red,red
N7XBN,5OFQ8,green,blue
TZXWR,VIIYS,blue,blue
382I1,I9LIN,red,green
HRRC3,LCPB3,green,red
0L5SC,3DHX9,red,blue
Y4ARZ,MKTV8,green,red
EQH49,DWSJP,blue,blue
T0BO1,9D9SF,red,red
0NNHS,HR6IT,blue,green
HI6UQ,V9KW7,red,green
D928C,435S1,green,blue
DOVTG,ZXZK2,blue,blue
79KC4,D50SO,blue,green
RRIZU,WEP3W,blue,blue
7KPBM,DR6PG,blue,blue
P5H9O,Y6E8U,red,green
XS4CF,AON59,blue,blue
PPQU2,SR4CW,red,blue
29BMZ,2OKRA,green,green
R5OSH,LC4JU,green,green
YTUWC,4UQ24,green,green
6XWDH,AEJPJ,blue,blue
JZF3M,95DY7,blue,green
YMHCY,ZTPEJ,red,green
VIMY8,94CZM,green,red
UEQIR,40LDN,red,blue
BNT5L,O7E9H,blue,green
Y6E8U,ZDMBU,blue,green
UUQ5V,HYJP3,red,blue
BY9PM,LY9E1,red,blue
OF1N6,F0CQJ,green,green
WFRM0,YK10O,blue,blue
SAZIF,C1NHB,green,red
08Y3M,1U9HK,green,blue
BUHTO,SJU70,green,green
UD42W,7ARL1,green,green
DDX2W,K7XEQ,blue,green
URHVH,HHDG5,red,blue
SC1RQ,MC8Y5,blue,blue
0MUJX,VSLS8,blue,red
OJ50M,DB1CK,green,green
77EKN,CXGE8,green,green
Y5NSE,IGQLA,blue,blue
JLLBD,6O3BA,green,red
2CZZ6,MJHHB,blue,blue
SBLF3,ZTPEJ,green,green
NL4QH,T9ECC,green,green
QZ8WS,0VLNR,blue,green
NHSFA,668M7,green,green
79EN1,Q55UQ,blue,green
81Y5B,1ZK9D,blue,green
3V26S,5KQEJ,red,red
7I9N1,E1B4Z,red,green
GPNCP,OY1UK,red,red
SC1RQ,VWAFG,blue,blue
ZDMBU,0E346,green,blue
UJEXE,IZWDJ,green,blue
2UGYZ,QJ3J3,green,red
I3UOU,CIQ3Z,red,green
B6HM5,47328,red,red
JWFAE,U0T3R,red,red
ICEVN,QKAYH,green,blue
REH01,I3JPM,red,red
F0G9L,9Q8T3,blue,blue
E6RRQ,BK99V,blue,red
EBAKR,YCLMK,blue,green
AGOZZ,VXSGC,red,blue
SHRY2,X82DQ,blue,green
CT6Y6,0E346,green,blue
F989P,C534Z,blue,blue
MH9A6,0MUJX,blue,blue
CI4I3,GYJWK,blue,blue
MC8Y5,AFCRO,green,green
JLMZR,Q3RP0,blue,green
U5IQK,YK10O,red,green
GD0PN,HN3EH,green,red
UVKYN,59T6W,red,red
7ARL1,CBQ0W,blue,green
8R4HC,N7XBN,red,blue
DDX2W,0RD2P,green,green
2GBYA,8S0Y5,blue,red
Y7PN9,SOYLH,blue,red
Y7PN9,8A4NB,green,green
BZT0S,59T6W,green,green
6WC6X,EKI8S,green,blue
5ESWV,OYJ9Q,red,green
Q46S2,ZTPEJ,blue,blue
29BMZ,NR93Z,red,green
AGOZZ,RLNSC,green,green
37PGM,M8AMZ,green,red
GDH3B,OF1N6,blue,blue
TKJUR,W0DR2,red,red
ZLDES,JZYXZ,red,red
4FVGC,3EJX4,blue,green
D6NP6,JGR33,green,green
OV6Q4,P99SW,blue,blue
0J8TC,XG8JK,blue,green
J9DCM,5D0BD,green,red
XW119,UG4R0,blue,red
8O3WN,F0CQJ,green,blue
MJHHB,XGDU6,blue,green
3800R,EKI8S,red,blue
GC5Y2,0PTVR,green,blue
NCPB6,IOSYM,green,red
DOE2U,NR93Z,red,green
J1DJT,T9ALU,green,green
RIC0E,XG8JK,blue,green
TF7B3,SSTYS,green,red
Q50LR,VSLS8,blue,green
1ZK9D,63TIL,blue,green
67GPP,MKTV8,green,red
3YGHQ,OV6Q4,red,red
WM6RC,JZF3M,red,red
PYI28,V3WWX,blue,green
EM6X2,YJNQ7,red,green
487C7,CRV51,green,red
1X23I,6X0IF,red,green
TVCVK,LW3QV,green,red
DJLXF,XX1OL,green,green
9K7IK,JZF3M,red,red
J9DCM,I3UOU,green,red
VXSGC,B6HM5,blue,red
F46WG,4Q9LK,green,red
RTH2Y,5Y3JS,red,green
Y95IF,ZK44L,blue,green
QPOVG,50IBQ,green,blue
EM6X2,EH20F,blue,blue
0P01H,FYWQX,green,blue
1J5IR,HIXT3,red,red
ZY7M8,MPJC9,blue,blue
HAQRL,D6NP6,red,blue
2N10E,ULYCS,green,green
Z8XKE,GL1FX,blue,blue
JWEJC,UD42W,red,blue
QRVCZ,Y4ARZ,red,red
DR6PG,7FA80,blue,red
ZV1X2,50IBQ,red,red
USPVZ,UCV8I,red,green
0N84X,JWFAE,red,red
053M8,DOE2U,red,red
NYN5I,382I1,green,blue
GXBYM,UPDB4,green,red
4BPDC,EITEV,red,green
APVFH,E0I9F,green,green
KQA4E,47328,green,green
CM9IK,VQQJZ,red,green
4F8J5,U4U00,blue,green
CS5BZ,RZCIK,blue,green
KDLRJ,3EJX4,red,red
XX0BU,14BWK,blue,green
QIOXN,08Y3M,red,blue
869QV,GSOWC,red,blue
N22QM,HIXT3,blue,blue
8NJCH,FF32X,blue,blue
ZK44L,0NNHS,green,green
MSR3J,4RS41,red,green
TJ1F8,TNWAH,green,blue
95DY7,PG32T,blue,green
QL3BO,P5H9O,blue,blue
SHRY2,N6OSY,green,green
869QV,U9MYY,green,blue
LBVHO,4QZJB,green,red
29T7Z,CI4I3,blue,green
421TT,C8Z0Z,green,red
5316T,U2UMM,green,blue
N6OSY,C534Z,red,blue
G2VZ2,R7310,red,green
FYWQX,Y6XM9,blue,green
Z9VY0,0H2EG,blue,blue
L0OVN,MHUJK,blue,blue
801KY,08NKJ,green,blue
0KNP9,G89V5,red,green
MC8Y5,2UGYZ,green,green
NECSE,2OKRA,red,red
9DY3I,1BG8G,blue,red
Q3RP0,VIIYS,red,blue
ZUH32,XX1OL,green,blue
BJ9CO,1U9HK,green,red
WMQ5G,ZEOKC,blue,blue
3RJ6U,Z5ONJ,red,blue
29T7Z,TX9YB,green,green
DW5MJ,AJUOX,blue,green
QCMCD,MA86Q,red,green
U2P5F,13KHW,red,blue
0JK41,SJ4F5,green,blue
VFLPK,LQXMH,blue,blue
TZ4GS,CBAN8,green,red
8BPSN,9GLJN,red,green
KMTBL,0B8RB,green,blue
IX66B,WXU50,red,blue
C8Z0Z,7GMMP,green,blue
SGORL,LCPB3,red,blue
UK2C1,DWSJP,green,green
BD5AS,6SACK,blue,red
PPQU2,IA6NS,red,red
95DY7,2ZIYM,blue,green
R6F6H,TNB22,green,blue
A713J,VZS3Q,red,blue
AU606,GWYS3,red,blue
SJ4F5,3V26S,red,green
B6HM5,ZG1MT,red,green
6D5BN,EA5EV,green,green
9DY3I,UQ9FE,blue,green
8B1MM,356NS,green,blue
8HM5S,QEB8G,red,red
7BMH8,SHRY2,green,red
DJ47M,0L5SC,red,green
8TQMV,QL3BO,red,red
GBBE4,LX8YS,red,red
TPDPS,5JMHH,blue,green
NX9EW,9WBUE,red,red
0JK41,J95J5,green,red
4N8QS,8P5QY,green,green
WUGEM,XGDU6,green,blue
KMTBL,382I1,red,blue
J8K06,B3SXM,green,green
2NEKH,58LAT,blue,blue
Y4KI8,GL1XX,red,red
U2O9D,V9KW7,blue,blue
GDH3B,A713J,green,green
ZTPEJ,053M8,blue,green
J26IB,20GPH,red,red
RN6YE,MRQ26,blue,red
Y7WP0,0E346,green,green
04Z09,IN38O,blue,green
C8Z0Z,9Q8T3,blue,blue
HE01O,NYM29,green,red
AYH5F,3IG71,blue,blue
CVZHS,0OW1H,blue,green
E6RRQ,JXWV6,red,red
XVE9I,668M7,green,red
FJVAM,TXXHK,green,green
H35NM,RZCIK,red,blue
BJ9CO,NYM29,red,red
8312J,X4LY7,red,green
X25PS,7BMH8,red,green
XHIY2,1X23I,red,blue
6JZAR,GDH3B,blue,green
B3SXM,5BG87,green,blue
6JZAR,VQQJZ,blue,green
ZUH32,TJVG2,blue,blue
U269Y,1JXO7,blue,blue
BNTMC,DUBO2,red,blue
UI19F,BMSRG,red,blue
MC8Y5,O7EYM,blue,red
XEE6Y,T0BO1,blue,red
2GBYA,3DHX9,blue,blue
ZY7M8,RNA90,blue,green
3XK89,V05JZ,blue,green
9VW4W,5Q3W0,red,blue
1X23I,0VLNR,green,blue
9DY3I,HUYSR,green,blue
7L4N7,W4ATV,blue,red
JZF3M,KDLRJ,blue,green
2NEKH,GSOWC,red,blue
A9D59,JZ8U0,blue,blue
B2N0W,0PQ1V,green,blue
7Y6QP,ORM7Z,red,green
240D9,6SACK,red,blue
V9KW7,ZY7M8,blue,blue
1CIPK,QMZ0E,red,blue
29BMZ,NM9F5,blue,green
QPOVG,OZUXL,red,green
RZCIK,2UGYZ,green,green
PUDE6,NLE82,blue,blue
129H8,E3JEO,green,blue
2PH58,B6T28,red,blue
J2LJA,UM75W,red,red
LC4JU,IPVRT,blue,blue
PYHV8,SGORL,green,blue
AL938,MKTV8,green,green
1VQ20,ACEBZ,blue,red
X82DQ,2ZIYM,red,blue
5MWPM,U8MTM,green,red
FF32X,Q3RP0,blue,blue
BK99V,2U0U8,blue,red
1JXO7,0ZU6L,blue,green
K9FQP,REY4S,red,blue
7KMQ7,ZQ4G5,blue,blue
CLE4I,G3BPC,red,blue
GHLUB,0PQ1V,green,blue
YCLMK,JBYFQ,green,green
XG8JK,IIPOU,blue,red
59R0M,79KC4,blue,red
FFML4,2ZV6W,blue,red
6JX21,ZHKVE,green,green
2UGYZ,QPOVG,green,red
RTH2Y,M9228,blue,blue
MF23U,9UYBE,red,blue
AGOZZ,XJ8GV,red,green
5VBDJ,U3VP9,blue,red
240D9,GDH3B,green,red
DESN1,8RLVC,blue,blue
IP13G,LP38C,red,green
D50EY,MKTV8,red,red
3BKOB,T9RTB,red,green
LYPHQ,RXY8J,green,green
LEA39,TU2AE,green,red
IPVRT,PVP6H,red,blue
LHLWN,3H4QS,blue,blue
R7M6P,6SACK,blue,green
WLWN0,TVCVK,green,red
2VHC2,YCLMK,green,green
G44JF,5Q3W0,blue,blue
591SU,TNB22,green,blue
CZOL9,BD5AS,blue,blue
BHABZ,B3SXM,green,red
LD5WR,F0G9L,green,green
H35NM,P8UZ2,red,blue
1KW1S,EA5EV,red,red
VJOMK,NR93Z,green,green
7I6QF,HN3EH,blue,green
2ETET,JBYFQ,green,red
51FCS,3H5IP,green,blue
Y6XM9,DNOE1,red,red
69023,BUHTO,red,red
2CZZ6,Y5NSE,blue,green
6PQRL,LW3QV,blue,green
XVE9I,7G8B6,blue,blue
129H8,7HIYA,blue,red
XX1OL,DJ32E,blue,green
RIC0E,E0I9F,red,blue
93OKD,D928C,blue,green
3EJX4,CIQ3Z,green,green
12KJ3,TKJUR,green,blue
STC9O,S30AR,green,red
0N84X,TVQOC,green,red
5OFQ8,FJNO4,green,green
UUQ5V,5316T,red,blue
JUQPG,DOVTG,red,green
L0OVN,ZEOPT,red,red
WEP3W,W4ATV,green,red
GW76F,FYWQX,green,blue
TF7B3,8SO5Z,green,blue
UHZ81,5Q3W0,green,blue
D0OHH,REH01,red,red
RMS3X,ZR6FE,green,green
47PML,D928C,red,red
MT2P6,3XK89,red,blue
4P4M4,IX66B,blue,blue
C0A83,U2O9D,blue,red
WB3SK,B6T28,red,green
Q46S2,U269Y,green,blue
RILWN,MBJ73,red,red
GUHKN,NCPB6,red,green
HUYSR,UUQ5V,green,red
7I6QF,KXQGY,blue,green
4J799,2HDJA,blue,red
94CZM,YG72D,red,green
VY1JU,JLLBD,green,blue
8R4HC,QRVCZ,green,red
7GMMP,4N8QS,blue,blue
TVCVK,47328,green,red
QB3US,4ZE4T,blue,red
SYCL1,JSCUG,green,red
270ZF,LX8YS,blue,green
3BKOB,REY4S,red,red
B1Q6K,UI5AL,green,red
PQUYZ,95261,green,green
VWO99,F83IQ,blue,blue
2CL3G,P5H9O,green,blue
